name;region;population;lat;lon
деревня Говорово;Москва;6846;55.6512384;37.4310508
село Кенделен;Кабардино-Балкарская Республика;6837;43.5940002;43.1756936
село Алнаши;Удмуртская Республика;6837;56.1867583;52.4768237
село Учалы;Республика Башкортостан;6834;54.366471;59.435486
село Таштып;Республика Хакасия;6834;52.7945337;89.8891439
село Старокучергановка;Астраханская область;6833;46.326109;47.9543861
г. Макушино;Курганская область;6827;55.2154325;67.2451665
пгт Новобурейский;Амурская область;6827;49.7986762;129.8735186
село Кунашак;Челябинская область;6822;55.6998228;61.5501531
пгт Нижняя Пойма;Красноярский край;6815;56.1643391;97.2034243
село Долаково;Республика Ингушетия;6813;43.2381538;44.6028659
село Дивноморское;Краснодарский край;6813;44.4997822;38.1372458
станица Первомайская;Чеченская Республика;6812;43.4002524;45.526003
посёлок Дубровка;Брянская область;6793;53.6905051;33.50466
село Бокино;Тамбовская область;6790;52.6384083;41.4606958
село Новолакское;Республика Дагестан;6788;43.1205115;46.4824586
село Черный Яр;Астраханская область;6775;48.0627477;46.1191322
пгт Тевриз рп;Омская область;6769;57.51469;72.4175739
деревня Демихово;Московская область;6760;55.798333;38.880289
село Геджух;Республика Дагестан;6758;42.1262745;48.0653507
село Князе-Волконское;Хабаровский край;6758;48.4689057;135.4546922
село Старый Черек;Кабардино-Балкарская Республика;6738;43.4693076;43.8532384
пгт Чаадаевка рп;Пензенская область;6734;53.1426564;45.918374
г. Севск;Брянская область;6732;52.1483934;34.4917305
село Терекли-Мектеб;Республика Дагестан;6728;44.164062;45.872946
село Уйское;Челябинская область;6728;54.3769571;60.0045606
село Поярково;Амурская область;6726;49.6263972;128.6574886
поселок Таежный;Красноярский край;6717;58.0713151;97.3152464
село Булгаково;Республика Башкортостан;6717;54.49092;55.8871984
населённый пункт Высокий;Мурманская область;6716;68.138176;33.409855
село Карагай;Пермский край;6716;58.2661361;54.9283868
пгт Уральский;Пермский край;6713;57.9411576;55.5559057
пгт Петра Дубрава;Самарская область;6713;53.295168;50.367335
поселок Солонцы;Красноярский край;6712;56.063047;92.8252
г. Верхотурье;Свердловская область;6706;58.8621649;60.8104869
пгт Большое Козино;Нижегородская область;6704;56.4038975;43.709907
станица Курчанская;Краснодарский край;6703;45.2262951;37.55522
